siteinfor,country,latitude,longitude,elevation,mat,map,samplingdepth,samplingthickness,sandperc,siltperc,texture,soilph,covercrop,covercropgroup,graincrop,graincropgroup,fertilization_c,fertilization_t,conservation_type,controldescription,yield_c,yield_t
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,61-to160,100,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,161-to-300,140,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,161-to-300,140,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,161-to-300,140,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,0-to-60,60,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,0-to-60,60,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,0-to-60,60,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,61-to160,100,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,61-to160,100,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,61-to160,100,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,161-to-300,140,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,161-to-300,140,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,161-to-300,140,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,0-to-20,20,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,4260.0,3250.0
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,0-to-20,20,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,4260.0,2140.0
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,0-to-20,20,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,4260.0,4890.0
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,21-to-80,60,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,4790.0,2320.0
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,21-to-80,60,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,4790.0,1640.0
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,21-to-80,60,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,4790.0,5630.0
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,81-to-300,220,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,81-to-300,220,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Xianrenqiao Village, Ansai, Shannxi",China,36.97,109.3,1275.0,8.8,535.0,81-to-300,220,21.05,74.49,Silt loam,8.2,Erect milk vetch,Legume,Apricot,Orchard,,,AF,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"Experimental station of Northeast Agricultural University, Harbin",China,45.68,126.62,170.5,,,0-to-15,15,,,Sandy loam,6.5,Wheat,Grass,Cucumber,Vegetable,,,CC,No cover crop,,
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,0,0,CC-NT,No cover crop,1869.0,2467.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,0,0,CC,No cover crop,2228.0,2530.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,161 kg N per ha,161 kg N per ha,CC-NT,No cover crop,6463.0,8109.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,161 kg N per ha,161 kg N per ha,CC,No cover crop,8390.0,8534.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,215 kg N per ha,215 kg N per ha,CC-NT,No cover crop,8967.0,9065.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,215 kg N per ha,215 kg N per ha,CC,No cover crop,8409.0,10069.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,0,0,CC-NT,No cover crop,2298.0,2492.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,0,0,CC,No cover crop,2548.0,3495.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,161 kg N per ha,161 kg N per ha,CC-NT,No cover crop,8907.0,10123.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,161 kg N per ha,161 kg N per ha,CC,No cover crop,7627.0,7645.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,215 kg N per ha,215 kg N per ha,CC-NT,No cover crop,11560.0,11816.0
"La Woestyne, northern France",France,50.73,2.37,40.0,10.5,675.0,0-to-30,30,11.98,66.86,Silt loam,6.9,Egyptian clover/faba bean/ vetch/?ax/phacelia/oats,MMT,Wheat,Wheat,215 kg N per ha,215 kg N per ha,CC,No cover crop,9175.0,11061.0
Gyeongsang National University Experimental Farm Jinju,South Korea,36.83,128.43,968.9,,,0-to-15,15,,,Silt loam,6.2,75% Barley and 25% vetch,MOT,Rice,Arable,,,CC,0 Mg per ha manure,8400.0,12400.0
Gyeongsang National University Experimental Farm Jinju,South Korea,36.83,128.43,968.9,,,0-to-15,15,,,Silt loam,6.2,75% Barley and 25% vetch,MOT,Rice,Arable,,,CC,0 Mg per ha manure,8400.0,12900.0
Gyeongsang National University Experimental Farm Jinju,South Korea,36.83,128.43,968.9,,,0-to-15,15,,,Silt loam,6.2,75% Barley and 25% vetch,MOT,Rice,Arable,,,CC,0 Mg per ha manure,8400.0,13100.0
Gyeongsang National University Experimental Farm Jinju,South Korea,36.83,128.43,968.9,,,0-to-15,15,,,Silt loam,6.2,75% Barley and 25% vetch,MOT,Rice,Arable,,,CC,0 Mg per ha manure,8400.0,13300.0
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Avena sativa,Grass,Pepper,Vegetable,,,CC,Bare fallow,12314.4,22445.4
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Lolium multi?orum,Grass,Pepper,Vegetable,,,CC,Bare fallow,12314.4,21572.0
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Secale cereale,Grass,Pepper,Vegetable,,,CC,Bare fallow,12314.4,25414.8
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Triticum aestivum ,Grass,Pepper,Vegetable,,,CC,Bare fallow,12314.4,16593.9
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Trifolium meneghinianum,Grass,Pepper,Vegetable,,,CC,Bare fallow,12314.4,21834.1
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Trifolium alexsandrinum,Grass,Pepper,Vegetable,,,CC,Bare fallow,12314.4,12139.7
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Vicia sativa,Legume,Pepper,Vegetable,,,CC,Bare fallow,12314.4,24716.2
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Vicia villosa,Legume,Pepper,Vegetable,,,CC,Bare fallow,12314.4,26550.2
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Avena sativa,Grass,Pepper,Vegetable,,,CC,Bare fallow,16157.2,26986.9
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Lolium multi?orum,Grass,Pepper,Vegetable,,,CC,Bare fallow,16157.2,26462.3
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Secale cereale,Grass,Pepper,Vegetable,,,CC,Bare fallow,16157.2,29606.9
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Triticum aestivum ,Grass,Pepper,Vegetable,,,CC,Bare fallow,16157.2,21135.4
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Trifolium meneghinianum,Grass,Pepper,Vegetable,,,CC,Bare fallow,16157.2,21310.0
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Trifolium alexsandrinum,Grass,Pepper,Vegetable,,,CC,Bare fallow,16157.2,15283.8
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Vicia sativa,Legume,Pepper,Vegetable,,,CC,Bare fallow,16157.2,30480.0
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Vicia villosa,Legume,Pepper,Vegetable,,,CC,Bare fallow,16157.2,30742.0
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Avena sativa,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Lolium multi?orum,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Secale cereale,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Triticum aestivum ,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Trifolium meneghinianum,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Trifolium alexsandrinum,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Vicia sativa,Legume,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Vicia villosa,Legume,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Avena sativa,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Lolium multi?orum,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Secale cereale,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Triticum aestivum ,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Trifolium meneghinianum,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Trifolium alexsandrinum,Grass,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Vicia sativa,Legume,Pepper,Vegetable,,,CC,Bare fallow,,
" Samsun, Turkey",Turkey,41.28,36.34,33.6,,,,,,,Silt loam,6.7,Vicia villosa,Legume,Pepper,Vegetable,,,CC,Bare fallow,,
Jinju,South Korea,35.15,128.09,57.6,,,0-to-15,15,,,Silt loam,6.6,Rye,Grass,Rice,Arable,,,CC,No cover crop,5700.0,6600.0
Jinju,South Korea,35.15,128.09,57.6,,,0-to-15,15,,,Silt loam,6.6,Vetch,Legume,Rice,Arable,,,CC,No cover crop,5700.0,7000.0
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Chinese milk vetch,Legume,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Ryegrass,Grass,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Chinese milk vetch,Legume,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Ryegrass,Grass,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Chinese milk vetch,Legume,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Ryegrass,Grass,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Chinese milk vetch,Legume,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Ryegrass,Grass,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Chinese milk vetch,Legume,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Ryegrass,Grass,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Chinese milk vetch,Legume,Rice,Arable,,,CC,No cover crop,,
"Institute of Soil and Fertilizer, Hunan Academy of Agricultural Science",China,29.87,112.92,25.8,18.35,1232.0,,,,,Clay,6.2,Ryegrass,Grass,Rice,Arable,,,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,0 N,0 N,CC,No cover crop,16570.0,16930.0
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 348,N 348,CC,No cover crop,23070.0,22590.0
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 525,N525,CC,No cover crop,33470.0,33420.0
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 696,N 696,CC,No cover crop,33990.0,32490.0
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 870,N 870,CC,No cover crop,33470.0,33010.0
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,0 N,0 N,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,0 N,0 N,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,0 N,0 N,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,0 N,0 N,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,0 N,0 N,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,0 N,0 N,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,0 N,0 N,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,0 N,0 N,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 348,N 348,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 348,N 348,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 348,N 348,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 348,N 348,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 348,N 348,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 348,N 348,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 348,N 348,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 348,N 348,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 525,N525,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 525,N525,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 525,N525,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 525,N525,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 525,N525,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 525,N525,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 525,N525,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 525,N525,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 696,N 696,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 696,N 696,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 696,N 696,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 696,N 696,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 696,N 696,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 696,N 696,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 696,N 696,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 696,N 696,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 870,N 870,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 870,N 870,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 870,N 870,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 870,N 870,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,0-to-10,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 870,N 870,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,10-to-20,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 870,N 870,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,20-to-40,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 870,N 870,CC,No cover crop,,
"Yixing, Jiangsu Province",China,31.23,119.88,6.9,15.7,,40-to-50,,,,,5.6,Sweetcorn,Grass,Cucumber,Vegetable,N 870,N 870,CC,No cover crop,,
Hunan,China,28.2,113.08,45.8,17.1,1500.0,0-to-20,,,,Clay loam,5.4,Ryegrass,Grass,Rice,Arable,,,CC,No cover crop,7179.5,6900.115
Hunan,China,28.2,113.08,45.8,17.1,1500.0,0-to-20,,,,Clay loam,5.4,Chinese milk vetch,Legume,Rice,Arable,,,CC,No cover crop,7179.5,7544.65
